Name,Hash,Meter,BPM,Total stream,Stream density
Stamina RPG 7/[13] [144] Com'Back,f2f49cbc6b1b616733b0b1f5b934cf30de38b0ee,13,144.0,120.0,0.9022556390977443
Stamina RPG 7/[13] [170] Decisive Battle (Easy),84869567c3108df4e14fa19a2ec2b57f588af6f8,13,170.0,49.0,0.47115384615384615
Stamina RPG 7/[13] [130] Girls and Boys (Pet Shop Boys Remix),18c2a10736f023ce923885271da10a002f0a7aee,13,130.012,170.0,0.8854166666666666
Stamina RPG 7/[13] [160] GUCCI DONK,fba7a4337b3449b52d0caa247618915f262c6fb7,13,160.0,65.0,0.9154929577464789
Stamina RPG 7/[13] [143] Immediate Menace (Medium),daa2532d343a518fb548e6112a58e52bf4186935,13,142.99,140.0,1.0
Stamina RPG 7/[13] [133] Love,05378b18693e7b672d6e622f0b62382f7fb1fd42,13,133.19,204.0,1.0
Stamina RPG 7/[13] [180] M.I.L.F.,29b5d6f1e9ce2a583bb778539fbb3585a988c385,13,180.0,52.0,0.65
Stamina RPG 7/[13] [162] Mad General,96e8a342e7ebfda630418ee2ed0f3c18b7d17b5b,13,162.0,81.0,0.6428571428571429
Stamina RPG 7/[13] [145] My Only Shining Star,2f528410f67797e1b627d3e1d473c32fa94491d6,13,145.0,135.0,0.7336956521739131
Stamina RPG 7/[13] [165] Next To You,9488983976a5fb3c8fe228eeabecadc36e937423,13,165.0,63.0,0.7590361445783133
Stamina RPG 7/[13] [150] Purgatorium,53e930213bda2bed9465098026ed2b371c1d16dc,13,150.0,109.0,0.7785714285714286
Stamina RPG 7/[13] [180] Sakura No Uta,15665fee8d3a0778cb4895c82f111382186db162,13,180.0,43.0,0.671875
Stamina RPG 7/[13] [175] Summer Calling,5a46ec2787686471808ace4689549c72479f38fc,13,175.0,47.0,0.734375
Stamina RPG 7/[13] [175] Summerlights,46c8de4c0199a96dfdfd40b7fa21a0adda11e8fa,13,175.0,55.0,0.8208955223880597
Stamina RPG 7/[13] [135] This is That Silence,64ed071ea15e89dfad21af7d7b3571bbf705fd51,13,135.0,186.0,0.7153846153846154
Stamina RPG 7/[13] [155] Ul'trazvuk,8904411c1cad889d28f9c8f7e58aaa7e256b5746,13,155.0,78.0,0.8041237113402062
Stamina RPG 7/[13] [170] Uranium,5ef56992cefcb6b564f0e2072f789304466fcfc5,13,170.0,69.0,0.8414634146341463
Stamina RPG 7/[13] [160] Xeon,ab99bf08001d843468bc202da2bbd62095dd2ee4,13,160.0,88.0,0.6984126984126984
Stamina RPG 7/[14] [150] Allegro Con Fuoco,579f0e608db1b5899170958cbb7af4d3eb2f2ee1,14,150.0,160.0,0.975609756097561
Stamina RPG 7/[14] [158] Another Rainbow,7b86c22c64ffdb4c14b87edaa5290771c61c3f52,14,158.0,104.0,0.9719626168224299
Stamina RPG 7/[14] [165] Brain Power,d85fe85446c88e8f3de9e16d187a6f484d0cb693,14,165.0,113.0,0.8308823529411765
Stamina RPG 7/[14] [148] Breathe,48bdc75c52ce76ab3d44406e8c856be7db8a13bc,14,148.0,186.0,0.8017241379310345
Stamina RPG 7/[14] [168] Cider Road,accf62c895cca868085b77627742f5b7ac1a9151,14,168.0,82.0,0.7663551401869159
Stamina RPG 7/[14] [170] Club Night,8c14229d6f1cb04d7281ad994ae0384074fc1d9a,14,170.0,92.0,0.773109243697479
Stamina RPG 7/[14] [163] Creed - 1st Desire,81124ce10ba87d477b611b402f4b4cf50241fd58,14,163.0,121.0,0.8120805369127517
Stamina RPG 7/[14] [175] Diski-Vpiski,e59b3ca21bbe1d2cce0dc8c3cf62dd37ee1cf434,14,175.0,95.0,0.7983193277310925
Stamina RPG 7/[14] [175] Etchings on a Glass Heart,fa8c8b5e6473620c2d275667ad71bffc9b4cfcf0,14,175.0,94.0,0.7899159663865546
Stamina RPG 7/[14] [180] GAIA,ad204812c1df556c40783d02d34b2fb3a28dce0c,14,180.0,60.0,0.9375
Stamina RPG 7/[14] [182] Malo Tebya,56b91bfac2078364692c5a53ea5082ee46d9961c,14,181.619,68.0,0.7010309278350515
Stamina RPG 7/[14] [145] Neo Fury Medley (Hard),946898e9a05b289c35a2297c191a662dd31d5b05,14,143.485,409.0,0.8720682302771855
Stamina RPG 7/[14] [180] Neurotoxin,173fa6f2472c03fb6a0d22406eb40ae6eed99249,14,180.0,86.0,0.819047619047619
Stamina RPG 7/[14] [194] No Other Choice,26e47cadd390c4f5c522ae31d09e73fb134686a7,14,194.0,32.0,1.0
Stamina RPG 7/[14] [190] Readymade Luv,916fdf42e377146b49e510a8128fdad5214086db,14,190.0,61.0,0.5865384615384616
Stamina RPG 7/[14] [150] Rot in hell !!,3dd38c8702ea6e32570614978d499dcd9bacee5c,14,150.0,193.0,0.8935185185185185
Stamina RPG 7/[14] [160] Set Me Free,0e6e6abdf4708116b96683553cbe58aebfedd556,14,160.0,122.0,0.8531468531468531
Stamina RPG 7/[14] [155] Space Boy,c5525ea2cb7fcefb5d8e8a40bd343d598651a54f,14,155.064,124.0,0.7380952380952381
Stamina RPG 7/[14] [143] The Entity,54dd145db484719e25cdaa2a9916e7bb139d576a,14,143.0,298.0,0.9003021148036254
Stamina RPG 7/[14] [185] We're so Happy,c67e5f0e8ea10dfcec6fb65b88921809af2f259a,14,185.0,57.0,0.6705882352941176
Stamina RPG 7/[14] [172] You Always Believed,780fa6cf65a832d0f54b61b84e8ca086a024419f,14,172.0,94.0,0.6911764705882353
Stamina RPG 7/[15] [175] Blind Eyes,c2b0932a4993a51237e26b109432e125521e1ccd,15,175.0,103.0,0.7152777777777778
Stamina RPG 7/[15] [164] Can't Stop Raving,439b3f34ba89490232f382bd149679403c5bdff1,15,163.625,183.0,0.915
Stamina RPG 7/[15] [170] Chase the world,c87f9b42c533e2bc27c44879cf653eed735e6d1d,15,170.0,123.0,0.8541666666666666
Stamina RPG 7/[15] [172] Chatroom,900fd60162f5e5b147f6286f2cfb383062a3fe99,15,172.0,144.0,0.75
Stamina RPG 7/[15] [160] Class EXSPHERE_NOSURGE,1393976fc979b0cb78c1a3e1b4200a6b3968cfc3,15,160.0,173.0,0.8357487922705314
Stamina RPG 7/[15] [162] Crazy Hot,52f44031d677f0fd2eb2f54161752cf3794b46e7,15,162.0,184.0,0.8975609756097561
Stamina RPG 7/[15] [180] Down Bad,783bd9f21cf7c5d53bfe4fd4e7231b572bb21412,15,180.0,90.0,0.9375
Stamina RPG 7/[15] [190] Dualive,800519e5d26c2ff5284f9b586bca032f03b80246,15,190.0,65.0,0.8024691358024691
Stamina RPG 7/[15] [150] Esperanza (Easy),f8b6cb95545c02431634f1749d9ce98828eca952,15,149.503,290.0,0.9797297297297297
Stamina RPG 7/[15] [195] Gott,8f01e7dd3c643bb6840fe91afd6ac8e12fe12f38,15,195.0,54.0,0.7297297297297297
Stamina RPG 7/[15] [208] HAERETICUS,730e13c962305659b725b04618ee1888f2dad1ab,15,208.0,51.0,0.75
"Stamina RPG 7/[15] [200] Hello, Again",cdd2bffa8387eeb8d1c8d60d6ec4c33aef34a5e3,15,200.0,58.0,0.5576923076923077
Stamina RPG 7/[15] [195] INSOMNIA,03c458a06737558bc5d43238342b9b68b2bbdbb2,15,195.0,73.0,0.8902439024390244
Stamina RPG 7/[15] [185] KATYUSHA Hard Bass,e49cf75802bdd9d1a8e854d92c50099cea0a313d,15,185.502,104.0,0.8666666666666667
Stamina RPG 7/[15] [166] Maniac,4002d2049a461dd9e81749222cd02e48204dc60b,15,166.0,153.0,0.8547486033519553
Stamina RPG 7/[15] [178] Mirror Mirror,a951523b5f965eb3d03df54674dd0ea9825b335d,15,178.0,150.0,0.8152173913043478
Stamina RPG 7/[15] [155] Power of the Laser Dragon Fire (Easy),790b5b2adb1d3023f3aaa42b7d8ecc38a2acf34b,15,155.0,189.0,0.9742268041237113
Stamina RPG 7/[15] [180] Raptor,6e71094d1c360ca9e1c7a4940bfbc20e89b9271d,15,180.0,106.0,0.8907563025210085
Stamina RPG 7/[15] [192] Raspberry Monster,e640a05bfb64e1150e4e227d9d4433df3398fe16,15,192.0,83.0,0.6747967479674797
Stamina RPG 7/[15] [182] Renatus,d07592568c260237e825c0ef83ef6574ec55752d,15,182.0,105.0,0.7446808510638298
Stamina RPG 7/[15] [200] The Ultimate Challenge,0ed725cae29a7521cad56f84999fb27c077d6359,15,200.0,81.0,0.6183206106870229
Stamina RPG 7/[15] [159] Tough Boy,7a2d8742b2cab5ca00fb185009c92d0583af0216,15,159.0,150.0,0.9375
Stamina RPG 7/[16] [166] Alive in the Darkness,1e806ef9d417864ef166aa8e985feeb3b1c28d63,16,166.0,272.0,0.8888888888888888
Stamina RPG 7/[16] [190] Big Daddy,b66bac6eef496b581ca87a26e9c85066c8b0358d,16,190.0,141.0,0.6945812807881774
Stamina RPG 7/[16] [170] Dies Irae,f19869d757a64138ad8866d72a7b0c7539933d6f,16,168.377,302.0,0.8579545454545454
Stamina RPG 7/[16] [192] Dreaming,e0da444b0d49a0c5c7d1c486e33aa7d69827efd1,16,192.0,135.0,0.84375
Stamina RPG 7/[16] [180] Empty Skydiving,d9b20c09b13a66104d6610b7fe008c1c426d3fd4,16,180.0,175.0,0.8578431372549019
Stamina RPG 7/[16] [164] Evening Epidemic,5ebe17360fad1ea8e0d312ef163385420b3d19ff,16,164.0,335.0,0.8656330749354005
Stamina RPG 7/[16] [179] Fine Night (Hard),df7768990c4e56f6a4df0259a9b68cf350db4907,16,179.0,168.0,0.9130434782608695
Stamina RPG 7/[16] [190] Get Your Wish,953d4f66e906f2450335292154a76d5927f42efc,16,190.0,137.0,0.9013157894736842
Stamina RPG 7/[16] [200] Holding Out For A Hero,6f397990f815860ed526a264cb0fa74a4b152385,16,200.0,134.0,0.7243243243243244
Stamina RPG 7/[16] [205] Immortal saga,202641ee12c8f64cd1c9dff994e0efc1fd7ac413,16,205.0,73.0,0.8390804597701149
Stamina RPG 7/[16] [160] Perfect Happiness,cffd7f3e0877d3ebc2beac2b615f060dcd8089ba,16,159.999,345.0,0.9504132231404959
Stamina RPG 7/[16] [174] Plasticworld (Easy),868646cfb970c36f26efb2173bb8d85e65af2844,16,174.0,188.0,0.8430493273542601
Stamina RPG 7/[16] [184] Primal scream,0e747d475b6fe1cec36d1b7c0c5d652773c3e136,16,184.0,135.0,0.9310344827586207
Stamina RPG 7/[16] [196] Rinnetensei,deaa17258856f131095673f0d47c5d56b71b7a39,16,196.0,130.0,0.6914893617021277
Stamina RPG 7/[16] [187] Sakura Mirage,4935b18ef476eb15194176f7416abb5fa89ad848,16,187.0,114.0,0.8382352941176471
Stamina RPG 7/[16] [180] Unconscious,331d361a588ba1ce029eb7f1bae0e1db1de833b6,16,180.0,169.0,0.949438202247191
Stamina RPG 7/[16] [200] Valkyrius0,f07823b2c6b3fed88a42237a95c3013162974d5d,16,200.0,100.0,0.847457627118644
Stamina RPG 7/[16] [203] Wildfire,71126fc30a5cb73ffb99e171e75e2b36c66909a0,16,203.0,115.0,0.7098765432098766
Stamina RPG 7/[16] [174] Wings,2c4948d5c6182dde02de8089462bff4d983215fa,16,174.0,212.0,0.828125
Stamina RPG 7/[17] [200] Brooklyn Underground,a3483e77c5100abd723244b977e4e8adb8ddc9ed,17,200.0,200.0,0.6711409395973155
Stamina RPG 7/[17] [188] Dance with Dragons,9e2d5f5d678c8d1e493e596b33ba9a097c08036a,17,188.0,233.0,0.8321428571428572
Stamina RPG 7/[17] [187] Destination Talos,caee743b5acf6bd750fa608bcce7cb42b944df9f,17,187.0,265.0,0.8006042296072508
Stamina RPG 7/[17] [190] Do Androids Dream ?,08f4aa5682a18ba51ed54077ef5290a0a3d0e984,17,190.0,194.0,0.8049792531120332
Stamina RPG 7/[17] [178] Exelion,6cc62b81c3f99cbcc4a356b8701d935310607751,17,178.0,253.0,0.933579335793358
Stamina RPG 7/[17] [185] Extends Levant,dad11332e67bcb8d1617199664af7874bba975ff,17,183.726,242.0,0.9201520912547528
Stamina RPG 7/[17] [170] Falz Double Hunar Theme,972cd8d48e68bdb09474bd6f8805c777e01dbe46,17,170.0,448.0,0.9911504424778761
Stamina RPG 7/[17] [190] Fantasy,396f09ed80518ff3b4128e89a4f2fe7946d1d16e,17,190.0,161.0,0.8518518518518519
Stamina RPG 7/[17] [197] fleshbound,19e326c51c4370dfcde0d3b82e6da2cfecfafaaf,17,197.0,159.0,0.6708860759493671
Stamina RPG 7/[17] [182] Funk It! + NN + So Damn Tough! Mash-Up,26106cd08aa9e6223dedd8d19ed9411ed71087a8,17,181.997,299.0,0.7588832487309645
Stamina RPG 7/[17] [178] Icy Water,abe764c299889864034e65badf391e8ac7c8322c,17,178.0,301.0,0.8674351585014409
Stamina RPG 7/[17] [196] Justice Troopers,bae77ce9415bb5f91ec696c4a0c74b036e07dc8a,17,195.95,147.0,0.875
Stamina RPG 7/[17] [196] Maze of soul,32fb1795223b925c413dd91751a75aae552a47ba,17,196.0,158.0,0.9080459770114943
Stamina RPG 7/[17] [195] Orca,0380c97f55a6d6de7a0a26f8247b18fb6478c2f4,17,195.0,142.0,0.8114285714285714
Stamina RPG 7/[17] [205] Saikyo Stronger,38fbbc4b635c5463c94a7e0eaf8103e38cea9a77,17,205.0,148.0,0.783068783068783
Stamina RPG 7/[17] [200] Singularity,765a46f990641d6dce946bfcaeb918d50dc41e33,17,200.0,138.0,0.8414634146341463
Stamina RPG 7/[17] [190] Strawberry Crisis !,9d1d06b20e4a1b901a622356d007ae8dc336163c,17,190.0,160.0,0.9580838323353293
Stamina RPG 7/[17] [175] Sukure,c2ef10332409fd761dd1171b4f3a1758984a19a4,17,175.0,317.0,0.9031339031339032
Stamina RPG 7/[17] [183] Terminal Slam,84909b9bb032a5d60200bacd946903352a958d23,17,183.0,192.0,1.0
Stamina RPG 7/[17] [206] The Only Thing They Fear Is You,81866efcf7b8bfc774626e3ac9a02f2c883acebe,17,206.0,120.0,0.8053691275167785
Stamina RPG 7/[17] [183] The Star of Collapse,015e6076606e3627277d16392634cb3f895917bb,17,183.0,261.0,0.8729096989966555
Stamina RPG 7/[17] [200] The Story of Mob,dacaf3dfd172a11ccc21fcaea3e4ef06065ea3e8,17,200.0,223.0,0.707936507936508
Stamina RPG 7/[17] [189] Third Impact (Evangelion Homage),89b7c8cf1ec1d9a1da79d695da9ec2124c82ff64,17,189.0,184.0,0.8214285714285714
Stamina RPG 7/[17] [175] Tranquilizer,393ab31295fadec807fd114688e32a99ade7e220,17,175.0,304.0,0.8837209302325582
Stamina RPG 7/[17] [205] XTREME,9a39d7c63df08e6073d5cc5cd6ac9af2175346be,17,205.0,127.0,0.8300653594771242
Stamina RPG 7/[17] [200] Youth Pig Bastard,5158c6a2746a4c4439a82717668838a6e72dc2c4,17,200.0,181.0,0.8743961352657005
Stamina RPG 7/[18] [187] Burning Arena UFK Arena 2016,318fdcd79e8fcbbd10cc465bdf40874f9241c4bd,18,187.0,344.0,0.86
Stamina RPG 7/[18] [183] Chaos Theory,e7afa07e986fa896918609f4bff2431d998fd5a0,18,182.855,517.0,0.8298555377207063
Stamina RPG 7/[18] [200] Cheatreal,519b5a1759e57b14659b8bdeef8658777355371a,18,200.0,224.0,0.9294605809128631
Stamina RPG 7/[18] [195] come find me,60aa1f4b9bc0ac8ae2cb6e7504340757235b62e9,18,195.0,243.0,0.9529411764705882
Stamina RPG 7/[18] [195] Embrace the Endless Ocean,afe8a35e0b613bd6a82d306ae1e2617e1a56fe59,18,195.0,223.0,0.7824561403508772
Stamina RPG 7/[18] [195] ESCAPE,e9320384cdd8c75378d3bec0dc84b4c3c83715ab,18,195.0,328.0,0.9111111111111111
Stamina RPG 7/[18] [183] Eurobeat Is Fantastic ~Part 2~,eacdf6f31010fc30cd7a80b3658356aea2d114b3,18,183.0,505.0,0.8559322033898306
Stamina RPG 7/[18] [200] Fly,1e6bafdb26458b74e79186261f08e0cecafecd3e,18,200.0,215.0,0.8847736625514403
Stamina RPG 7/[18] [190] Inanis,7f4aeef16d6e0e83378461eb0465493c7a8cc5d3,18,190.0,390.0,0.9069767441860465
Stamina RPG 7/[18] [200] Inner Universe,7bed686f0cb8e6d6287d469b8be9e064c89114d3,18,200.0,179.0,0.9040404040404041
Stamina RPG 7/[18] [192] jun NONSTOP MEGAMIX,68806fd9d9d285e299467a6173504ec483996e48,18,192.0,462.0,0.7636363636363637
Stamina RPG 7/[18] [189] KIZUNA MUSIC,fe5c2441ada7de248eea25cac620753ae626da15,18,189.0,394.0,0.865934065934066
Stamina RPG 7/[18] [203] Mad Breaks,ba1f43f185503105c7008288cfba853ea33e84df,18,203.0,238.0,0.8439716312056738
Stamina RPG 7/[18] [200] Neural Grid,6701892852cd5d064460e32bca993ac58bdbd87e,18,200.0,279.0,0.8611111111111112
Stamina RPG 7/[18] [208] one way to hannover,b6c59acb57b512db295adcfee28b4ddee14150a5,18,208.0,137.0,0.7527472527472527
Stamina RPG 7/[18] [190] Precious Song Dedicated to the Stars,6a505284da6dcbe5878ad80c07300519f4419022,18,190.0,324.0,0.907563025210084
Stamina RPG 7/[18] [204] Slammin' Ragga Bootleg Track,fbf297c5dadc50b8b27d0d778ffb158a1b22075f,18,204.0,212.0,0.8412698412698413
Stamina RPG 7/[18] [186] Trails of Cold Stream SC (Part 1),fd7cecd7724eb41e33b31ddd61924ee875751242,18,186.0,379.0,0.979328165374677
Stamina RPG 7/[18] [190] We Luv Laguna,d5643ad239aeabc19926cca2572b81cdaeec2687,18,190.0,370.0,0.8726415094339622
Stamina RPG 7/[19] [200] 5H4D0W,846d0d7a2e8a6fd12564417265224357e6587362,19,200.0,391.0,0.8727678571428571
Stamina RPG 7/[19] [200] Absolute Relative,3e7baadfbac0f4616847a68c7eca3da6045a2551,19,200.0,318.0,0.9875776397515528
Stamina RPG 7/[19] [198] After End Start Before,1fb36c14d003de8b3c6603cf8820ba7312f884e1,19,198.372,408.0,0.9488372093023256
Stamina RPG 7/[19] [200] Cold Fusion,a65aacf21c65331ae8253484973c58e0b01ffc49,19,200.0,349.0,0.9914772727272727
Stamina RPG 7/[19] [200] Hightechnological,1c57c1974a1e33584a9ebf036f32322b27b619e7,19,200.0,415.0,0.810546875
Stamina RPG 7/[19] [200] Ha(Ne)rdcore OTAKU Connectionz,add29a950ddc2194e210550b7c375ac152a036df,19,200.0,497.0,0.7777777777777778
Stamina RPG 7/[19] [194] Magical Tank Battle,15b7ecb1f582f69c6374126c7db25ae0b399f3ee,19,194.0,524.0,0.8733333333333333
Stamina RPG 7/[19] [197] Peter On Crack,6f64ecf8985f8d8b66c70b8c005f00fc7760385e,19,195.053,397.0,0.9341176470588235
Stamina RPG 7/[19] [203] Peyotech,61c9f6525f8937f5aac0067ead226750d6e46e4f,19,203.0,304.0,0.977491961414791
"Stamina RPG 7/[19] [192] You Touched The Kore, and Now You're Going to Die",5bde2365901f1fae784149f267b200681c26c829,19,192.0,456.0,0.991304347826087
Stamina RPG 7/[20] [208] Naruto RMX,2e109d28a25b530f3650eb538011bc8b294ff686,20,208.0,437.0,0.8954918032786885
Stamina RPG 7/[20] [206] Portal Of I (Part 3) Continuous Mix,4218cd88b558fe915ce57469bf6b58a3f9cc0ca9,20,206.0,458.0,0.9423868312757202
Stamina RPG 7/[20] [204] Trails of Cold Stream FC (Part 1),e128a1d65d0dcaad53087c3133b0c8873b8eda6e,20,204.0,485.0,0.9758551307847082
Stamina RPG 7/[20] [204] Winter Solstice,fefaeb554ab0b17d42737097ba44339a9bef3136,20,204.0,504.0,0.9147005444646098
Stamina RPG 7 - SN/[12] [128] Electronic Coke,2a24fc90d3a6e02b45c0796cf0b3837ec309ed7a,12,128.0,291.0,0.5796812749003984
Stamina RPG 7 - SN/[13] [135] Disaster Level- PHOENIX MAN (Edit),052080951aa2b08a571561e7ce40492b3d59e4f5,13,135.0,434.0,0.648729446935725
Stamina RPG 7 - SN/[14] [140] Firing Up (Hard),a21b35227d75508324666628eca6a43908cf9713,14,140.0,611.0,0.7904269081500647
Stamina RPG 7 - SN/[16] [152] ITC Jams Vol. 4,02d2620d9a425c45f5f9af4e71b29862ff39511f,16,152.0,829.0,0.7850378787878788
Stamina RPG 7 - SN/[16] [160] Y2KMIX,69101c0626718c661325353b065c702dd5b95f82,16,156.671,618.0,0.7518248175182481
Stamina RPG 7 - SN/[18] [183] Hardcore Syndrome Reminiscence,b1534b057297dcd5f6f7b1726eea82c8c933ea0f,18,183.0,1121.0,0.7117460317460318
Stamina RPG 7 - SN/[18] [174] Noise Discipline (Novice),30cc45e77117dae04b4f4441b41f635f656255e3,18,174.0,764.0,0.8197424892703863
Stamina RPG 7 - SN/[18] [190] Not Another P*Light Happy Hardcore Mix!,2049924973634ffaccdcafc03a630fed85e691fa,18,190.0,947.0,0.6692579505300353
Stamina RPG 7 - SN/[19] [200] Are Ya Raving Kids? (Side A),5a877ecf7d8840113855eb746986828d8a5c07ef,19,200.0,702.0,0.7782705099778271
Stamina RPG 7 - SN/[21] [210] Disaster Level- TIGER,41f5cd5989340d00373bb34af02151f272d00c14,21,210.0,907.0,0.8805825242718447
Stamina RPG 7 - SN/[22] [230] Animu Music Triad (Hard),7f7b7950bfa8b77be93ad3ddae4b355d3ee7485f,22,220.673,1121.0,0.6704545454545454
Stamina RPG 7 - SN/[22] [225] Nachmancore,1b1f0315afe7acaac4a5ffa4043f56a3b0392d45,22,225.0,761.0,0.8747126436781609
Stamina RPG 7 - SN/[26] [250] Disaster Level- DRAGON,47da55e4f5d2cf9a918cb1ec241d7eb0896ffffb,26,250.0,1042.0,0.841000807102502
"Stamina RPG 7 - SN/[26] [240] Groovy Fire, Rushing Wind (Edit)",0c7b6e1e3f316452f2e3184dc1a151b355ffd55f,26,240.0,1746.0,0.7785953177257525
Stamina RPG 7 - SN/[27] [260] Apocalyptic Dawn,990770100566549c4b8cb314b880ca4377fd165e,27,260.0,1017.0,0.8155573376102646
Stamina RPG 7 - SN/[28] [280] Candy Speed Pops Medley,a0f2f4956c76ed95c723e62b6d8f32830094013c,28,280.0,765.0,0.6746031746031746
Stamina RPG 7 - SN/[28] [270] Disaster Level- GOD,c949b474b8ecb16c8698ced2e39006b83bcd8159,28,270.0,1149.0,0.8587443946188341
Stamina RPG 7 - SN/[29] [290] Geminate Catalepsy (Hard),fac4e940ab9d09b771c64669e9ba3600d966d650,29,290.0,1151.0,0.7109326744904262
Stamina RPG 7 - FE/[16] [213] One Shot,0e47866114d352079c6bded17d366383d1766e90,16,213.001,92.0,0.6571428571428571
Stamina RPG 7 - FE/[17] [215] Fake out,8478928ea2483ad4dbfc4f879c2ca0086c6dec48,17,215.0,72.0,0.9473684210526315
Stamina RPG 7 - FE/[17] [210] Mako Reactor 1 (Medium),0d4d5d6c34205a202b4b62d29d92fcfe7488efbd,17,210.0,120.0,0.7142857142857143
Stamina RPG 7 - FE/[17] [210] Midnight City,dda4b1bf288b4f2dcffebbfbaf46a619a752e02c,17,210.0,104.0,0.6190476190476191
Stamina RPG 7 - FE/[17] [210] Zatrzymaj Sie Przez Chwile,02a51dd7a6945b4ccd716f4a4b9bc26bae5f5446,17,210.0,119.0,0.7125748502994012
Stamina RPG 7 - FE/[18] [212] Aaron,73454a1a98a7cf9104f48c7db1fc1779efc52b6b,18,212.0,193.0,0.8654708520179372
Stamina RPG 7 - FE/[18] [220] Coffin Dance,fdb8f6e451b2c2ae911a4a1e3eddb6bce9f138a3,18,220.0,153.0,0.7183098591549296
Stamina RPG 7 - FE/[18] [210] Dither Beach,26bcc6a680515160508022cff4c4193f6da06e40,18,209.99,188.0,0.8785046728971962
Stamina RPG 7 - FE/[18] [215] Embraced by the Flame,d757d7b0312c0c9ecc0efecf90fbe7f7c0a87e5b,18,215.0,167.0,0.7990430622009569
Stamina RPG 7 - FE/[18] [220] Go To Hell,cefd6036294f356638b5dbe05a62305ec979cd40,18,220.0,106.0,0.6751592356687898
Stamina RPG 7 - FE/[18] [210] Mental Spectrum Hacker,2fb36bad3da584feac9891341f9547fe678e1f98,18,210.0,158.0,0.7559808612440191
Stamina RPG 7 - FE/[18] [225] Night Fog,c204650575183ec0de7a96c96e683dcd9d241999,18,225.0,81.0,0.8852459016393442
Stamina RPG 7 - FE/[18] [210] Rocking Bye,702312d9a7b67a79d1dccaf92d5436d21f036756,18,210.0,185.0,0.6727272727272727
Stamina RPG 7 - FE/[18] [220] Transparent World,7d24f150b5c541cb601292b8a1bb02a663767f2f,18,220.0,97.0,0.8290598290598291
Stamina RPG 7 - FE/[18] [225] Usseewa,2018e27744a5a4efdcb6d2416ebec81b4faca0fe,18,225.0,97.0,0.5950920245398773
Stamina RPG 7 - FE/[18] [218] Viyella's Tears,5f83d446a16fcb2211167e494daa00c1d3a7c757,18,218.0,86.0,0.7166666666666667
Stamina RPG 7 - FE/[18] [216] What a Horrible Night to Have a Curse,edfc69a58a37d7b038d662902f6a4a08670f6be0,18,215.98,150.0,0.7575757575757576
Stamina RPG 7 - FE/[19] [230] BGM 04,456967a42b654351f7a40a02b8df2347f1f49d61,19,230.0,94.0,0.9038461538461539
Stamina RPG 7 - FE/[19] [228] Big Blue,6ca3a3bc80eb1c93861885c001c7ccecac9b38cf,19,228.062,149.0,0.8010752688172043
Stamina RPG 7 - FE/[19] [220] Blight My Name,020d045dbfe522cbf7a86b7eef3a6e067ddf35c3,19,220.0,122.0,0.9457364341085271
Stamina RPG 7 - FE/[19] [224] chase,5d2568cf2bbefbcf62db6bfcdb765881c24b27a5,19,224.034,118.0,0.9672131147540983
Stamina RPG 7 - FE/[19] [228] EMPIRE OF FLAME (Hard),68bf1de9c5c14ab67ffc74415d46bf5bcce8be00,19,228.0,145.0,0.7323232323232324
Stamina RPG 7 - FE/[19] [224] ENAMEL,49d0697095e776ddb3b94c8ea802b7a3444c8c51,19,224.0,135.0,0.7258064516129032
Stamina RPG 7 - FE/[19] [212] Ghghghghghost,aa9331becbb9d9acbc6dc2b6115b0c5fd5e057ea,19,212.0,268.0,0.9675090252707581
Stamina RPG 7 - FE/[19] [234] Heavenly Blast,51503c49023b4db751a0fa99adb1dbbcf7e257e7,19,234.0,78.0,0.65
"Stamina RPG 7 - FE/[19] [212] In my life, my mind (Restep)",d7748496dcc19922f637975c5cf0f78743693876,19,211.515,249.0,0.9841897233201581
Stamina RPG 7 - FE/[19] [216] Momentary Life,af17693c2dea13eece5b88c7c3b5f6201db0ec81,19,216.04,161.0,0.936046511627907
Stamina RPG 7 - FE/[19] [230] Sky High,5574a52eaee7b8098d7ad9461584d34522726ff4,19,229.5,69.0,0.8363636363636363
Stamina RPG 7 - FE/[19] [220] Space Girls,a5e1c18641d8d5455d8c38ad33216bfc97996df1,19,220.0,153.0,0.7846153846153846
Stamina RPG 7 - FE/[19] [214] the Dancecore Element,075250bd1132226cbefeac51da9250f37a6f1373,19,214.0,142.0,0.9594594594594594
Stamina RPG 7 - FE/[19] [219] toromi hearts 2,03da3213dec3628c7d90365690fdbfc42764a1be,19,219.0,132.0,0.9777777777777777
Stamina RPG 7 - FE/[19] [230] Touch and Go,aa86542d56df510fc0dae226266fadce0684464e,19,230.0,103.0,0.762962962962963
Stamina RPG 7 - FE/[19] [215] Yosakoi Rave Fuck That!!! (Overdrive),c798f5a19076e9542d83a7029b77b23e187d0f38,19,215.0,224.0,0.9105691056910569
Stamina RPG 7 - FE/[20] [214] Abusive Abstractions,4483439a6162d5e6b5ad1d68760f9c9a842b4df5,20,214.0,405.0,0.9551886792452831
Stamina RPG 7 - FE/[20] [234] Apocalypse,1bd1288635dad5f8e588cfe5f91699b0e54c515e,20,234.0,110.0,0.8088235294117647
Stamina RPG 7 - FE/[20] [230] ASGORE,814312b3ae238a5445394df991a2b3618ecccc94,20,229.7,120.0,0.821917808219178
